show_id,title,StreamR,listed_in,date_added,release_year,country,Family, Classic, Comedies, Cult,Documentaries, Dramas,Spirituality, Horror,Independent, International, LGBTQ,Musicals, Romantic, Sci_Fi, Sports, Stand_Up_Comedy, Thrillers
80182621,Krish Trish and Baltiboy: The Greatest Trick,Movie,Children & Family Movies,9/8/2017,2013,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80057969,Love,Movie,"Cult Movies, Dramas, Independent Movies",9/8/2017,2015,"France, Belgium",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80060297,Manhattan Romance,Movie,"Comedies, Independent Movies, Romantic Movies",9/8/2017,2014,United States,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80046728,Moonwalkers,Movie,"Action & Adventure, Comedies, International Movies",9/8/2017,2015,"France, Belgium",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80046727,Rolling Papers,Movie,Documentaries,9/8/2017,2015,"United States, Uruguay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70304988,Stonehearst Asylum,Movie,"Horror Movies, Thrillers",9/8/2017,2014,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80057700,The Runner,Movie,"Dramas, Independent Movies",9/8/2017,2015,United States,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80045922,6 Years,Movie,"Dramas, Independent Movies, Romantic Movies",9/8/2015,2015,United States,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80203094,City of Joy,Movie,Documentaries,9/7/2018,2018,"United States,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70241607,Laddaland,Movie,"Horror Movies, International Movies",9/7/2018,2011,Thailand,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80988892,Next Gen,Movie,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",9/7/2018,2018,"China, Canada, United States",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80239639,Sierra Burgess Is A Loser,Movie,"Comedies, Romantic Movies",9/7/2018,2018,United States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80159586,The Most Assassinated Woman in the World,Movie,"Dramas, International Movies, Thrillers",9/7/2018,2018,"Belgium, United Kingdom, United States",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80152447,CÃ©zanne et moi,Movie,"Dramas, Independent Movies, International Movies",9/7/2017,2016,"Belgium, France",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
81154455,Article 15,Movie,"Dramas, International Movies, Thrillers",9/6/2019,2019,India,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81113928,Care of Kancharapalem,Movie,"Comedies, Dramas, Independent Movies",9/6/2019,2018,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81052275,Ee Nagaraniki Emaindi,Movie,"Comedies, International Movies",9/6/2019,2018,India,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81132437,Kill Me If You Dare,Movie,"Comedies, International Movies, Romantic Movies",9/6/2019,2019,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80058026,Hell and Back,Movie,"Action & Adventure, Comedies, Independent Movies",9/6/2018,2015,United States,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70303496,PK,Movie,"Comedies, Dramas, International Movies",9/6/2018,2014,India,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80162141,Hard Tide,Movie,"Dramas, Independent Movies",9/6/2017,2015,United Kingdom,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80095641,Elstree 1976,Movie,Documentaries,9/6/2016,2015,United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81176188,American Factory: A Conversation with the Obamas,Movie,Documentaries,9/5/2019,2019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80159880,ATM,Movie,"Comedies, International Movies, Romantic Movies",9/5/2018,2012,"United States, Canada",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81016044,Bangkok Traffic (Love) Story,Movie,"Comedies, International Movies, Romantic Movies",9/5/2018,2009,Thailand,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80158838,I Fine... Thank You... Love You,Movie,"Comedies, International Movies, Romantic Movies",9/5/2018,2014,Thailand,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81016045,One Day,Movie,"Dramas, International Movies, Romantic Movies",9/5/2018,2016,Thailand,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70142798,Phobia 2,Movie,"Horror Movies, International Movies",9/5/2018,2009,Thailand,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70062814,Shutter,Movie,"Horror Movies, International Movies",9/5/2018,2004,Thailand,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80158839,Suckseed,Movie,"Comedies, International Movies",9/5/2018,2011,Thailand,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80147760,Carrie Pilby,Movie,"Comedies, Dramas",9/5/2017,2016,United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80177405,Marc Maron: Too Real,Movie,Stand-Up Comedy,9/5/2017,2017,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81160036,Saawan,Movie,"Dramas, Independent Movies, International Movies",9/4/2019,2016,Pakistan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
81173255,The Heretics,Movie,Horror Movies,9/4/2019,2017,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81078908,The World We Make,Movie,"Dramas, Romantic Movies",9/4/2019,2019,United States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
81155784,Watchman,Movie,"Comedies, Dramas, International Movies",9/4/2019,2019,India,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80201906,Black Panther,Movie,"Action & Adventure, Sci-Fi & Fantasy",9/4/2018,2018,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80052612,Man Up,Movie,"Comedies, International Movies, Romantic Movies",9/4/2018,2015,"United Kingdom, France",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81054495,Mo Gilligan: Momentum,Movie,Stand-Up Comedy,9/30/2019,2019,United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70212504,Big Miracle,Movie,"Children & Family Movies, Dramas",9/30/2018,2012,"United States, United Kingdom",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80187061,The Mayor,Movie,"Dramas, International Movies",9/30/2017,2017,South Korea,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80081155,Amanda Knox,Movie,Documentaries,9/30/2016,2016,"Denmark, United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80198585,The Debt Collector,Movie,Action & Adventure,9/3/2018,2018,"United Kingdom, United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70233894,Act of Vengeance,Movie,"Action & Adventure, International Movies",9/29/2018,2010,"Turkey, United States",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81011955,Paradise Lost,Movie,"Dramas, Independent Movies, International Movies",9/29/2018,2018,Brazil,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80128722,Gerald's Game,Movie,"Horror Movies, Thrillers",9/29/2017,2017,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80182115,Long Shot,Movie,Documentaries,9/29/2017,2017,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104068,Our Souls at Night,Movie,"Dramas, Romantic Movies",9/29/2017,2017,United States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80119349,Out of Thin Air,Movie,"Documentaries, International Movies",9/29/2017,2017,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80019931,"Monster High: Boo York, Boo York",Movie,"Children & Family Movies, Music & Musicals",9/29/2015,2015,United States,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
81053893,Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,Movie,"Documentaries, International Movies",9/28/2019,2019,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80200087,Domino,Movie,"International Movies, Thrillers",9/28/2019,2019,"Denmark, France, Italy, Belgium, Netherlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81053892,TUNA GIRL,Movie,"Dramas, International Movies",9/28/2019,2019,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81002850,5CM,Movie,"Dramas, International Movies",9/28/2018,2012,Indonesia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81004470,Animal World,Movie,"Action & Adventure, International Movies, Sci-Fi & Fantasy",9/28/2018,2018,China,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80157072,Hold the Dark,Movie,"Action & Adventure, Dramas",9/28/2018,2018,United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81001809,Lessons from a School Shooting: Notes from Dunblane,Movie,Documentaries,9/28/2018,2018,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81002864,Single,Movie,"Comedies, International Movies, Romantic Movies",9/28/2018,2015,Indonesia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81016750,The 3rd Eye,Movie,"Horror Movies, International Movies",9/28/2018,2018,Indonesia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81002866,The Sinking Of Van Der Wijck,Movie,"Dramas, International Movies, Romantic Movies",9/28/2018,2013,Indonesia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80992039,Two Catalonias,Movie,"Documentaries, International Movies",9/28/2018,2018,Spain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80126507,Bobby Sands: 66 Days,Movie,Documentaries,9/28/2017,2016,"Ireland, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81132443,Deliha 2,Movie,"Comedies, International Movies",9/27/2019,2018,Turkey,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80231903,In the Shadow of the Moon,Movie,"Dramas, Sci-Fi & Fantasy, Thrillers",9/27/2019,2019,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
81171121,Sturgill Simpson Presents Sound & Fury,Movie,"Anime Features, Music & Musicals, Sci-Fi & Fantasy",9/27/2019,2019,United States,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
81012295,Weeds on Fire,Movie,"Dramas, Independent Movies, International Movies",9/27/2018,2016,Hong Kong,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80060037,Much Loved,Movie,"Dramas, Independent Movies, International Movies",9/27/2017,2015,"France, Morocco",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60003155,Joseph: King of Dreams,Movie,"Children & Family Movies, Dramas, Faith & Spirituality",9/27/2011,2000,United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81177238,Malaal,Movie,"International Movies, Romantic Movies",9/26/2019,2019,India,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70270775,The Grandmaster,Movie,"Action & Adventure, Dramas, International Movies",9/26/2019,2013,"Hong Kong, China",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80215923,The Hurricane Heist,Movie,Action & Adventure,9/26/2018,2018,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80151483,Def Comedy Jam 25,Movie,Stand-Up Comedy,9/26/2017,2017,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80173625,Restless Creature: Wendy Whelan,Movie,Documentaries,9/26/2017,2016,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80005444,Print the Legend,Movie,Documentaries,9/26/2014,2014,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80244682,Birders,Movie,"Documentaries, International Movies",9/25/2019,2019,"United States, Mexico",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81075519,Furie,Movie,"Action & Adventure, Dramas, International Movies",9/25/2019,2019,Vietnam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80166318,Leap!,Movie,"Children & Family Movies, Comedies",9/25/2019,2016,"France, Canada",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81186758,Oh! Baby (Malayalam),Movie,"Comedies, International Movies, Music & Musicals",9/25/2019,2019,India,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81186757,Oh! Baby (Tamil),Movie,"Comedies, International Movies, Music & Musicals",9/25/2019,2019,India,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80108976,USS Indianapolis: Men of Courage,Movie,Action & Adventure,9/25/2019,2016,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80208155,A Wrinkle in Time,Movie,Children & Family Movies,9/25/2018,2018,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80198423,Teach Us All,Movie,Documentaries,9/25/2017,2017,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80162144,White Island,Movie,"Comedies, Independent Movies, Thrillers",9/25/2017,2016,United Kingdom,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
81053953,Inside Man: Most Wanted,Movie,Action & Adventure,9/24/2019,2019,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81074113,Jeff Dunham: Beside Himself,Movie,Stand-Up Comedy,9/24/2019,2019,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80992496,China Salesman,Movie,"Action & Adventure, International Movies",9/24/2018,2017,China,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70304191,Swearnet: The Movie,Movie,"Comedies, International Movies",9/24/2017,2014,Canada,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80103311,The Bar,Movie,"Comedies, Horror Movies, International Movies",9/24/2017,2017,"Spain, Argentina",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
81176200,Manmadhudu 2,Movie,"Comedies, Dramas, International Movies",9/23/2019,2019,India,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80208906,Under the Eiffel Tower,Movie,"Comedies, Independent Movies, Romantic Movies",9/23/2019,2018,United States,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80097321,Audrie & Daisy,Movie,Documentaries,9/23/2016,2016,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80106966,Iliza Shlesinger: Confirmed Kills,Movie,Stand-Up Comedy,9/23/2016,2016,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81080769,Do Paise Ki Dhoop Chaar Aane Ki Baarish,Movie,"Dramas, Independent Movies, International Movies",9/22/2019,2009,India,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70267838,20 Feet From Stardom,Movie,"Documentaries, Music & Musicals",9/22/2018,2013,United States,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80211380,In Darkness,Movie,"Independent Movies, International Movies, Thrillers",9/22/2018,2018,"United Kingdom, United States",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80196586,Gaga: Five Foot Two,Movie,"Documentaries, Music & Musicals",9/22/2017,2017,United States,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80099204,The Bad Batch,Movie,"Dramas, Independent Movies, Thrillers",9/22/2017,2016,United States,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80059432,SMOSH: The Movie,Movie,Comedies,9/22/2015,2015,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81172721,King of Boys,Movie,"Dramas, International Movies",9/21/2019,2018,Nigeria,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81172727,Merry Men: The Real Yoruba Demons,Movie,"Comedies, International Movies",9/21/2019,2018,Nigeria,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70153543,Sarah's Key,Movie,"Dramas, International Movies",9/21/2019,2010,France,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81172728,The Wedding Party 2: Destination Dubai,Movie,"Comedies, International Movies, Romantic Movies",9/21/2019,2017,Nigeria,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80102952,Quincy,Movie,"Documentaries, Music & Musicals",9/21/2018,2018,United States,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80214464,Rafinha Bastos: Ultimatum,Movie,Stand-Up Comedy,9/21/2018,2018,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80243600,Between Two Ferns: The Movie,Movie,Comedies,9/20/2019,2019,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81122669,Daddy Issues,Movie,"Dramas, Independent Movies, LGBTQ Movies",9/20/2019,2019,United States,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
81132439,Travel Mates 2,Movie,"Comedies, International Movies",9/20/2019,2018,Turkey,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81035117,True: Tricky Treat Day,Movie,Children & Family Movies,9/20/2019,2019,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80150502,Mad World,Movie,"Dramas, International Movies",9/20/2018,2016,Hong Kong,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80997866,The Bund,Movie,"Action & Adventure, Dramas, International Movies",9/20/2018,1983,Hong Kong,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80119815,The First Line,Movie,"Dramas, Independent Movies",9/20/2016,2014,"United States, Greece, United Kingdom",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80993149,Maynard,Movie,Documentaries,9/2/2018,2017,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80203776,Bitcoin Heist,Movie,"Action & Adventure, Comedies, International Movies",9/2/2017,2016,Vietnam,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80143797,I Am Not Madame Bovary,Movie,"Comedies, Dramas, International Movies",9/2/2017,2016,China,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80161931,Vincent N Roxxy,Movie,"Dramas, Thrillers",9/2/2017,2016,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80017275,Miss Julie,Movie,"Dramas, International Movies",9/2/2015,2014,"Norway, United Kingdom, France, Ireland",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81107545,Kabir Singh,Movie,"Dramas, International Movies, Romantic Movies",9/19/2019,2019,India,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70118953,OcÃ©ans,Movie,"Documentaries, International Movies",9/19/2019,2009,"France, Switzerland, Spain, United States, United Arab Emirates",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80190449,The Endless,Movie,"Independent Movies, Sci-Fi & Fantasy, Thrillers",9/19/2018,2017,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80163156,Jerry Before Seinfeld,Movie,Stand-Up Comedy,9/19/2017,2017,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80131281,"Karol Modzelewski, Åukasz â€žLotekâ€ Lodkowski No Offense",Movie,Stand-Up Comedy,9/19/2016,2016,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80131374,"Katarzyna Piasecka, RafaÅ‚ PaczeÅ› Seriously Funny",Movie,Stand-Up Comedy,9/19/2016,2016,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80131436,"Mariusz KaÅ‚amaga, Karol Kopiec, Wiolka Walaszczyk Hilarious Trio",Movie,Stand-Up Comedy,9/19/2016,2016,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80131376,"RafaÅ‚ BanaÅ›, MichaÅ‚ Leja Laugh out Loud",Movie,Stand-Up Comedy,9/19/2016,2016,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80131435,The Best of RafaÅ‚ Rutkowski Olka SzczÄ™Å›niak,Movie,Stand-Up Comedy,9/19/2016,2016,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80131375,"Tomasz Jachimek, Jacek Stramik Laugh at Live",Movie,Stand-Up Comedy,9/19/2016,2016,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80149143,Come and Find Me,Movie,"Dramas, Thrillers",9/18/2019,2016,"Canada, United States, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80987075,Class Rank,Movie,Comedies,9/18/2018,2018,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80192815,Barbie Dolphin Magic,Movie,Children & Family Movies,9/18/2017,2017,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80066798,Keith Richards: Under the Influence,Movie,"Documentaries, Music & Musicals",9/18/2015,2015,United States,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
81147293,A Haunting at Silver Falls: The Return,Movie,"Horror Movies, Independent Movies",9/17/2019,2019,United States,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80991316,Avengement,Movie,Action & Adventure,9/17/2019,2019,United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80190588,Clive Davis: The Soundtrack of Our Lives,Movie,"Documentaries, Music & Musicals",9/17/2019,2017,United States,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70124316,Five Elements Ninjas,Movie,"Action & Adventure, International Movies",9/17/2019,1982,Hong Kong,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70229037,Sebastian Maniscalco: What's Wrong with People?,Movie,Stand-Up Comedy,9/17/2019,2012,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80037280,The Witch,Movie,"Horror Movies, Independent Movies",9/17/2018,2015,"United Kingdom, Canada, United States",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80058248,I Am Wrath,Movie,"Action & Adventure, Dramas",9/16/2019,2016,United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
70307661,"As Above, So Below",Movie,"Horror Movies, Thrillers",9/16/2018,2014,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70117312,Scott Pilgrim vs. the World,Movie,"Action & Adventure, Comedies, Cult Movies",9/16/2018,2010,"United States, United Kingdom, Canada, Japan",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80092885,ARQ,Movie,"International Movies, Sci-Fi & Fantasy, Thrillers",9/16/2016,2016,"Canada, United States",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80108371,Cedric the Entertainer: Live from the Ville,Movie,Stand-Up Comedy,9/16/2016,2016,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70129452,Louis C.K.: Hilarious,Movie,Movies,9/16/2016,2010,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80045805,Raiders!: The Story of the Greatest Fan Film Ever Made,Movie,Documentaries,9/16/2016,2015,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101827,The White Helmets,Movie,Documentaries,9/16/2016,2016,United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81030342,Los Tigres del Norte at Folsom Prison,Movie,"Documentaries, International Movies, Music & Musicals",9/15/2019,2019,United States,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70054723,Steal a Pencil for Me,Movie,Documentaries,9/15/2019,2006,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81131761,The Outsider,Movie,Movies,9/15/2019,2019,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81016326,Arisan 2,Movie,"Comedies, Dramas, International Movies",9/15/2018,2011,Indonesia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80227777,Cardboard Gangsters,Movie,"Dramas, International Movies",9/15/2018,2016,Ireland,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81018233,Eeda,Movie,"Dramas, International Movies, Romantic Movies",9/15/2018,2018,India,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81016317,Galih dan Ratna,Movie,"Dramas, International Movies, Romantic Movies",9/15/2018,2017,Indonesia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81016337,Gie,Movie,"Dramas, International Movies",9/15/2018,2005,Indonesia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
